season_id,matchup_home,season_type,min,team_name_home,fg3m_home,fg3a_home,fg3_pct_home,wl_home,team_name_away,fg3m_away,fg3a_away,fg3_pct_away,wl_away,highest_3pp,highest_3pp_wl
22016,MIL vs. CLE,Regular Season,240,Milwaukee Bucks,7,19,0.368,W,Cleveland Cavaliers,14,39,0.359,L,0.368,W
22016,UTA vs. HOU,Regular Season,240,Utah Jazz,15,28,0.536,W,Houston Rockets,11,30,0.367,L,0.536,W
22016,NOP vs. LAL,Regular Season,240,New Orleans Pelicans,8,31,0.258,W,Los Angeles Lakers,5,30,0.167,L,0.258,W
22016,PHX vs. ATL,Regular Season,240,Phoenix Suns,10,21,0.476,W,Atlanta Hawks,9,25,0.36,L,0.476,W
22016,OKC vs. WAS,Regular Season,265,Oklahoma City Thunder,12,30,0.4,W,Washington Wizards,10,28,0.357,L,0.4,W
22016,TOR vs. MEM,Regular Season,240,Toronto Raptors,16,32,0.5,W,Memphis Grizzlies,11,27,0.407,L,0.5,W
22016,POR vs. IND,Regular Season,240,Portland Trail Blazers,12,32,0.375,W,Indiana Pacers,6,14,0.429,L,0.429,L
22016,DAL vs. SAS,Regular Season,240,Dallas Mavericks,10,30,0.333,L,San Antonio Spurs,11,19,0.579,W,0.579,W
22016,CHI vs. LAL,Regular Season,240,Chicago Bulls,4,21,0.19,L,Los Angeles Lakers,2,8,0.25,W,0.25,W
22016,DEN vs. MIA,Regular Season,240,Denver Nuggets,7,22,0.318,L,Miami Heat,9,24,0.375,W,0.375,W
22016,MIN vs. NYK,Regular Season,240,Minnesota Timberwolves,4,19,0.211,L,New York Knicks,13,32,0.406,W,0.406,W
22016,BOS vs. DET,Regular Season,240,Boston Celtics,15,42,0.357,L,Detroit Pistons,9,20,0.45,W,0.45,W
22016,UTA vs. MIA,Regular Season,240,Utah Jazz,17,30,0.567,L,Miami Heat,8,19,0.421,W,0.567,L
22016,GSW vs. HOU,Regular Season,290,Golden State Warriors,12,44,0.273,L,Houston Rockets,14,44,0.318,W,0.318,W
22016,CHA vs. DAL,Regular Season,240,Charlotte Hornets,5,18,0.278,W,Dallas Mavericks,9,31,0.29,L,0.29,L
22016,CLE vs. LAC,Regular Season,240,Cleveland Cavaliers,9,24,0.375,L,LA Clippers,13,31,0.419,W,0.419,W
22016,MEM vs. ORL,Regular Season,240,Memphis Grizzlies,7,18,0.389,W,Orlando Magic,6,24,0.25,L,0.389,W
22016,BKN vs. MIL,Regular Season,240,Brooklyn Nets,12,40,0.3,L,Milwaukee Bucks,15,34,0.441,W,0.441,W
22016,ATL vs. DET,Regular Season,240,Atlanta Hawks,6,24,0.25,L,Detroit Pistons,17,29,0.586,W,0.586,W
22016,DEN vs. HOU,Regular Season,240,Denver Nuggets,9,31,0.29,L,Houston Rockets,17,37,0.459,W,0.459,W
22016,PHI vs. ORL,Regular Season,240,Philadelphia 76ers,9,32,0.281,L,Orlando Magic,13,26,0.5,W,0.5,W
22016,TOR vs. LAL,Regular Season,240,Toronto Raptors,12,29,0.414,W,Los Angeles Lakers,6,26,0.231,L,0.414,W
22016,CHI vs. CLE,Regular Season,240,Chicago Bulls,3,18,0.167,W,Cleveland Cavaliers,10,26,0.385,L,0.385,L
22016,SAS vs. WAS,Regular Season,240,San Antonio Spurs,8,20,0.4,W,Washington Wizards,7,11,0.636,L,0.636,L
22016,NOP vs. LAC,Regular Season,240,New Orleans Pelicans,5,20,0.25,L,LA Clippers,10,24,0.417,W,0.417,W
22016,BOS vs. SAC,Regular Season,240,Boston Celtics,11,28,0.393,W,Sacramento Kings,6,26,0.231,L,0.393,W
22016,NYK vs. MIN,Regular Season,240,New York Knicks,12,31,0.387,W,Minnesota Timberwolves,10,28,0.357,L,0.387,W
22016,UTA vs. DEN,Regular Season,240,Utah Jazz,9,25,0.36,W,Denver Nuggets,13,24,0.542,L,0.542,L
22016,CHA vs. MIN,Regular Season,265,Charlotte Hornets,14,36,0.389,L,Minnesota Timberwolves,10,27,0.37,W,0.389,L
22016,GSW vs. PHX,Regular Season,240,Golden State Warriors,14,21,0.667,W,Phoenix Suns,11,32,0.344,L,0.667,W
22016,MEM vs. LAL,Regular Season,240,Memphis Grizzlies,10,30,0.333,W,Los Angeles Lakers,7,21,0.333,L,0.333,L
22016,DAL vs. CHI,Regular Season,240,Dallas Mavericks,13,31,0.419,W,Chicago Bulls,3,13,0.231,L,0.419,W
22016,PHI vs. BOS,Regular Season,240,Philadelphia 76ers,15,33,0.455,L,Boston Celtics,8,26,0.308,W,0.455,L
22016,TOR vs. ATL,Regular Season,240,Toronto Raptors,13,24,0.542,W,Atlanta Hawks,7,28,0.25,L,0.542,W
22016,MIL vs. BKN,Regular Season,240,Milwaukee Bucks,6,24,0.25,W,Brooklyn Nets,11,41,0.268,L,0.268,L
22016,POR vs. MIA,Regular Season,240,Portland Trail Blazers,9,24,0.375,W,Miami Heat,6,22,0.273,L,0.375,W
22016,DET vs. ORL,Regular Season,240,Detroit Pistons,10,27,0.37,L,Orlando Magic,7,23,0.304,W,0.37,L
22016,OKC vs. NOP,Regular Season,240,Oklahoma City Thunder,6,28,0.214,W,New Orleans Pelicans,6,28,0.214,L,0.214,L
22016,LAC vs. IND,Regular Season,240,LA Clippers,10,30,0.333,L,Indiana Pacers,5,14,0.357,W,0.357,W
22016,NYK vs. SAC,Regular Season,240,New York Knicks,11,29,0.379,W,Sacramento Kings,9,28,0.321,L,0.379,W
22016,ATL vs. OKC,Regular Season,240,Atlanta Hawks,7,22,0.318,L,Oklahoma City Thunder,10,31,0.323,W,0.323,W
22016,MIL vs. SAS,Regular Season,240,Milwaukee Bucks,6,24,0.25,L,San Antonio Spurs,8,28,0.286,W,0.286,W
22016,GSW vs. IND,Regular Season,240,Golden State Warriors,14,37,0.378,W,Indiana Pacers,3,15,0.2,L,0.378,W
22016,DAL vs. CHA,Regular Season,240,Dallas Mavericks,13,36,0.361,L,Charlotte Hornets,3,18,0.167,W,0.361,L
22016,NOP vs. MEM,Regular Season,290,New Orleans Pelicans,10,32,0.313,L,Memphis Grizzlies,13,34,0.382,W,0.382,W
22016,LAL vs. UTA,Regular Season,240,Los Angeles Lakers,5,14,0.357,L,Utah Jazz,13,32,0.406,W,0.406,W
22016,TOR vs. CLE,Regular Season,240,Toronto Raptors,13,32,0.406,L,Cleveland Cavaliers,14,32,0.438,W,0.438,W
22016,CHI vs. POR,Regular Season,240,Chicago Bulls,7,23,0.304,L,Portland Trail Blazers,9,24,0.375,W,0.375,W
22016,PHI vs. DEN,Regular Season,240,Philadelphia 76ers,11,31,0.355,L,Denver Nuggets,10,27,0.37,W,0.37,W
22016,HOU vs. BOS,Regular Season,240,Houston Rockets,12,38,0.316,W,Boston Celtics,11,32,0.344,L,0.344,L
22016,BKN vs. WAS,Regular Season,240,Brooklyn Nets,11,27,0.407,L,Washington Wizards,14,34,0.412,W,0.412,W
22016,MEM vs. PHI,Regular Season,240,Memphis Grizzlies,2,17,0.118,W,Philadelphia 76ers,14,41,0.341,L,0.341,L
22016,UTA vs. PHX,Regular Season,240,Utah Jazz,12,27,0.444,W,Phoenix Suns,6,18,0.333,L,0.444,W
22016,MIA vs. NYK,Regular Season,240,Miami Heat,11,25,0.44,L,New York Knicks,7,25,0.28,W,0.44,L
22016,WAS vs. ORL,Regular Season,240,Washington Wizards,11,23,0.478,L,Orlando Magic,12,26,0.462,W,0.478,L
22016,DET vs. CHI,Regular Season,240,Detroit Pistons,8,21,0.381,W,Chicago Bulls,2,15,0.133,L,0.381,W
22016,MIN vs. SAS,Regular Season,240,Minnesota Timberwolves,7,20,0.35,L,San Antonio Spurs,11,24,0.458,W,0.458,W
22016,HOU vs. LAL,Regular Season,240,Houston Rockets,15,36,0.417,W,Los Angeles Lakers,5,20,0.25,L,0.417,W
22016,ORL vs. BOS,Regular Season,240,Orlando Magic,11,26,0.423,L,Boston Celtics,7,26,0.269,W,0.423,L
22016,MIL vs. POR,Regular Season,240,Milwaukee Bucks,10,24,0.417,W,Portland Trail Blazers,17,40,0.425,L,0.425,L
22016,ATL vs. MIA,Regular Season,240,Atlanta Hawks,4,19,0.211,W,Miami Heat,11,27,0.407,L,0.407,L
22016,CHA vs. DET,Regular Season,240,Charlotte Hornets,6,21,0.286,W,Detroit Pistons,4,27,0.148,L,0.286,W
22016,NYK vs. CLE,Regular Season,240,New York Knicks,11,31,0.355,L,Cleveland Cavaliers,22,40,0.55,W,0.55,W
22016,DAL vs. SAC,Regular Season,240,Dallas Mavericks,10,30,0.333,L,Sacramento Kings,10,22,0.455,W,0.455,W
22016,LAC vs. GSW,Regular Season,240,LA Clippers,8,26,0.308,L,Golden State Warriors,7,31,0.226,W,0.308,L
22016,BKN vs. DEN,Regular Season,240,Brooklyn Nets,9,26,0.346,W,Denver Nuggets,11,37,0.297,L,0.346,W
22016,PHX vs. IND,Regular Season,240,Phoenix Suns,9,33,0.273,L,Indiana Pacers,7,23,0.304,W,0.304,W
22016,WAS vs. DEN,Regular Season,240,Washington Wizards,6,19,0.316,W,Denver Nuggets,7,32,0.219,L,0.316,W
22016,MEM vs. POR,Regular Season,240,Memphis Grizzlies,6,20,0.3,W,Portland Trail Blazers,7,28,0.25,L,0.3,W
22016,TOR vs. MIN,Regular Season,240,Toronto Raptors,12,27,0.444,W,Minnesota Timberwolves,9,28,0.321,L,0.444,W
22016,CHI vs. SAS,Regular Season,240,Chicago Bulls,4,17,0.235,W,San Antonio Spurs,9,28,0.321,L,0.321,L
22016,NOP vs. PHI,Regular Season,240,New Orleans Pelicans,7,25,0.28,L,Philadelphia 76ers,12,40,0.3,W,0.3,W
22016,UTA vs. GSW,Regular Season,240,Utah Jazz,10,38,0.263,L,Golden State Warriors,12,29,0.414,W,0.414,W
22016,OKC vs. HOU,Regular Season,240,Oklahoma City Thunder,7,28,0.25,L,Houston Rockets,11,42,0.262,W,0.262,W
22016,SAC vs. NYK,Regular Season,240,Sacramento Kings,7,28,0.25,L,New York Knicks,10,29,0.345,W,0.345,W
22016,MIN vs. DET,Regular Season,240,Minnesota Timberwolves,3,16,0.188,L,Detroit Pistons,14,29,0.483,W,0.483,W
22016,BOS vs. TOR,Regular Season,240,Boston Celtics,17,42,0.405,L,Toronto Raptors,9,20,0.45,W,0.45,W
22016,LAL vs. PHX,Regular Season,240,Los Angeles Lakers,9,26,0.346,L,Phoenix Suns,13,30,0.433,W,0.433,W
22016,DAL vs. IND,Regular Season,240,Dallas Mavericks,15,32,0.469,W,Indiana Pacers,14,25,0.56,L,0.56,L
22016,MIL vs. ATL,Regular Season,240,Milwaukee Bucks,12,28,0.429,L,Atlanta Hawks,12,34,0.353,W,0.429,L
22016,CHA vs. ORL,Regular Season,240,Charlotte Hornets,9,22,0.409,W,Orlando Magic,9,34,0.265,L,0.409,W
22016,CLE vs. MIA,Regular Season,240,Cleveland Cavaliers,9,24,0.375,W,Miami Heat,6,27,0.222,L,0.375,W
22016,HOU vs. DAL,Regular Season,240,Houston Rockets,19,37,0.514,W,Dallas Mavericks,11,34,0.324,L,0.514,W
22016,CHI vs. MIA,Regular Season,240,Chicago Bulls,1,8,0.125,W,Miami Heat,5,20,0.25,L,0.25,L
22016,UTA vs. SAC,Regular Season,240,Utah Jazz,13,29,0.448,W,Sacramento Kings,9,26,0.346,L,0.448,W
22016,IND vs. POR,Regular Season,240,Indiana Pacers,15,29,0.517,W,Portland Trail Blazers,16,37,0.432,L,0.517,W
22016,MEM vs. GSW,Regular Season,240,Memphis Grizzlies,8,26,0.308,W,Golden State Warriors,9,27,0.333,L,0.333,L
22016,CLE vs. CHA,Regular Season,240,Cleveland Cavaliers,13,31,0.419,W,Charlotte Hornets,10,27,0.37,L,0.419,W
22016,WAS vs. MIL,Regular Season,240,Washington Wizards,8,21,0.381,W,Milwaukee Bucks,13,25,0.52,L,0.52,L
22016,LAC vs. NOP,Regular Season,240,LA Clippers,17,36,0.472,W,New Orleans Pelicans,8,19,0.421,L,0.472,W
22016,SAS vs. BKN,Regular Season,240,San Antonio Spurs,14,26,0.538,W,Brooklyn Nets,7,27,0.259,L,0.538,W
22016,ORL vs. DEN,Regular Season,240,Orlando Magic,11,27,0.407,L,Denver Nuggets,8,19,0.421,W,0.421,W
22016,LAL vs. NYK,Regular Season,240,Los Angeles Lakers,10,28,0.357,L,New York Knicks,10,22,0.455,W,0.455,W
22016,PHX vs. NOP,Regular Season,265,Phoenix Suns,14,41,0.341,L,New Orleans Pelicans,16,40,0.4,W,0.4,W
22016,OKC vs. BOS,Regular Season,240,Oklahoma City Thunder,3,21,0.143,W,Boston Celtics,11,32,0.344,L,0.344,L
22016,DET vs. PHI,Regular Season,240,Detroit Pistons,5,19,0.263,L,Philadelphia 76ers,7,17,0.412,W,0.412,W
22016,MIN vs. GSW,Regular Season,240,Minnesota Timberwolves,9,24,0.375,L,Golden State Warriors,13,32,0.406,W,0.406,W
22016,LAC vs. POR,Regular Season,240,LA Clippers,11,23,0.478,W,Portland Trail Blazers,10,21,0.476,L,0.478,W
22016,HOU vs. BKN,Regular Season,240,Houston Rockets,17,43,0.395,W,Brooklyn Nets,7,20,0.35,L,0.395,W
22016,DAL vs. DEN,Regular Season,240,Dallas Mavericks,12,26,0.462,W,Denver Nuggets,7,25,0.28,L,0.462,W
22016,TOR vs. MIL,Regular Season,240,Toronto Raptors,14,25,0.56,W,Milwaukee Bucks,4,24,0.167,L,0.56,W
22016,IND vs. CHA,Regular Season,240,Indiana Pacers,17,36,0.472,W,Charlotte Hornets,10,26,0.385,L,0.472,W
22016,MIA vs. WAS,Regular Season,240,Miami Heat,9,26,0.346,W,Washington Wizards,5,23,0.217,L,0.346,W
22016,SAC vs. LAL,Regular Season,240,Sacramento Kings,10,23,0.435,W,Los Angeles Lakers,10,23,0.435,L,0.435,L
22016,CLE vs. MEM,Regular Season,240,Cleveland Cavaliers,12,31,0.387,W,Memphis Grizzlies,4,22,0.182,L,0.387,W
22016,CHI vs. MIN,Regular Season,240,Chicago Bulls,4,15,0.267,L,Minnesota Timberwolves,6,21,0.286,W,0.286,W
22016,NOP vs. GSW,Regular Season,240,New Orleans Pelicans,14,35,0.4,L,Golden State Warriors,14,34,0.412,W,0.412,W
22016,ATL vs. ORL,Regular Season,240,Atlanta Hawks,11,28,0.393,L,Orlando Magic,15,34,0.441,W,0.441,W
22016,PHX vs. NYK,Regular Season,265,Phoenix Suns,9,30,0.3,W,New York Knicks,7,20,0.35,L,0.35,L
22016,POR vs. OKC,Regular Season,240,Portland Trail Blazers,8,23,0.348,W,Oklahoma City Thunder,8,27,0.296,L,0.348,W
22016,HOU vs. SAC,Regular Season,240,Houston Rockets,22,42,0.524,W,Sacramento Kings,11,32,0.344,L,0.524,W
22016,ORL vs. LAC,Regular Season,240,Orlando Magic,14,33,0.424,L,LA Clippers,13,25,0.52,W,0.52,W
22016,UTA vs. OKC,Regular Season,240,Utah Jazz,13,23,0.565,W,Oklahoma City Thunder,6,19,0.316,L,0.565,W
22016,SAS vs. BOS,Regular Season,240,San Antonio Spurs,8,22,0.364,W,Boston Celtics,10,31,0.323,L,0.364,W
22016,MIA vs. IND,Regular Season,240,Miami Heat,7,25,0.28,W,Indiana Pacers,9,27,0.333,L,0.333,L
22016,DAL vs. DET,Regular Season,240,Dallas Mavericks,8,25,0.32,L,Detroit Pistons,5,17,0.294,W,0.32,L
22016,PHI vs. TOR,Regular Season,240,Philadelphia 76ers,9,29,0.31,L,Toronto Raptors,10,29,0.345,W,0.345,W
22016,BKN vs. LAL,Regular Season,240,Brooklyn Nets,11,35,0.314,W,Los Angeles Lakers,6,27,0.222,L,0.314,W
22016,WAS vs. CHA,Regular Season,240,Washington Wizards,5,18,0.278,W,Charlotte Hornets,14,33,0.424,L,0.424,L
22016,MEM vs. CLE,Regular Season,240,Memphis Grizzlies,12,23,0.522,W,Cleveland Cavaliers,9,25,0.36,L,0.522,W
22016,GSW vs. NYK,Regular Season,240,Golden State Warriors,9,32,0.281,W,New York Knicks,5,21,0.238,L,0.281,W
22016,DEN vs. POR,Regular Season,240,Denver Nuggets,15,31,0.484,W,Portland Trail Blazers,8,23,0.348,L,0.484,W
22016,PHX vs. SAS,Regular Season,240,Phoenix Suns,10,27,0.37,L,San Antonio Spurs,5,16,0.313,W,0.37,L
22016,MIL vs. CHI,Regular Season,240,Milwaukee Bucks,11,20,0.55,W,Chicago Bulls,5,20,0.25,L,0.55,W
22016,NOP vs. IND,Regular Season,240,New Orleans Pelicans,10,27,0.37,W,Indiana Pacers,3,21,0.143,L,0.37,W
22016,TOR vs. ATL,Regular Season,240,Toronto Raptors,10,21,0.476,L,Atlanta Hawks,11,25,0.44,W,0.476,L
22016,BOS vs. CHA,Regular Season,240,Boston Celtics,9,28,0.321,W,Charlotte Hornets,8,30,0.267,L,0.321,W
22016,MIA vs. LAC,Regular Season,240,Miami Heat,6,27,0.222,L,LA Clippers,7,25,0.28,W,0.28,W
22016,PHI vs. LAL,Regular Season,240,Philadelphia 76ers,6,31,0.194,L,Los Angeles Lakers,9,30,0.3,W,0.3,W
22016,HOU vs. NOP,Regular Season,240,Houston Rockets,24,61,0.393,W,New Orleans Pelicans,9,27,0.333,L,0.393,W
22016,CHI vs. MIL,Regular Season,240,Chicago Bulls,5,21,0.238,L,Milwaukee Bucks,10,25,0.4,W,0.4,W
22016,WAS vs. DET,Regular Season,240,Washington Wizards,12,25,0.48,W,Detroit Pistons,10,28,0.357,L,0.48,W
22016,UTA vs. DAL,Regular Season,240,Utah Jazz,8,22,0.364,W,Dallas Mavericks,12,28,0.429,L,0.429,L
22016,MEM vs. SAC,Regular Season,240,Memphis Grizzlies,5,25,0.2,L,Sacramento Kings,7,24,0.292,W,0.292,W
22016,ORL vs. BKN,Regular Season,240,Orlando Magic,7,29,0.241,W,Brooklyn Nets,11,27,0.407,L,0.407,L
22016,OKC vs. PHX,Regular Season,240,Oklahoma City Thunder,7,16,0.438,W,Phoenix Suns,8,22,0.364,L,0.438,W
22016,ATL vs. CHA,Regular Season,240,Atlanta Hawks,10,26,0.385,L,Charlotte Hornets,12,27,0.444,W,0.444,W
22016,DEN vs. NYK,Regular Season,240,Denver Nuggets,10,27,0.37,W,New York Knicks,8,23,0.348,L,0.37,W
22016,GSW vs. POR,Regular Season,240,Golden State Warriors,14,28,0.5,W,Portland Trail Blazers,8,28,0.286,L,0.5,W
22016,DET vs. IND,Regular Season,240,Detroit Pistons,10,30,0.333,L,Indiana Pacers,6,19,0.316,W,0.333,L
22016,MIN vs. HOU,Regular Season,265,Minnesota Timberwolves,7,21,0.333,L,Houston Rockets,17,51,0.333,W,0.333,W
22016,CLE vs. LAL,Regular Season,240,Cleveland Cavaliers,15,33,0.455,W,Los Angeles Lakers,16,37,0.432,L,0.455,W
22016,MIA vs. BOS,Regular Season,240,Miami Heat,9,24,0.375,L,Boston Celtics,9,28,0.321,W,0.375,L
22016,PHI vs. BKN,Regular Season,240,Philadelphia 76ers,12,28,0.429,W,Brooklyn Nets,12,34,0.353,L,0.429,W
22016,SAS vs. NOP,Regular Season,240,San Antonio Spurs,11,22,0.5,W,New Orleans Pelicans,10,26,0.385,L,0.5,W
22016,DAL vs. SAC,Regular Season,240,Dallas Mavericks,13,33,0.394,W,Sacramento Kings,8,31,0.258,L,0.394,W
22016,ORL vs. TOR,Regular Season,240,Orlando Magic,3,21,0.143,L,Toronto Raptors,7,27,0.259,W,0.259,W
22016,MEM vs. UTA,Regular Season,240,Memphis Grizzlies,2,23,0.087,L,Utah Jazz,8,27,0.296,W,0.296,W
22016,WAS vs. LAC,Regular Season,240,Washington Wizards,10,19,0.526,W,LA Clippers,7,24,0.292,L,0.526,W
22016,OKC vs. ATL,Regular Season,240,Oklahoma City Thunder,10,35,0.286,L,Atlanta Hawks,9,23,0.391,W,0.391,W
22016,CHI vs. DET,Regular Season,240,Chicago Bulls,8,16,0.5,W,Detroit Pistons,3,23,0.13,L,0.5,W
22016,MIN vs. PHX,Regular Season,240,Minnesota Timberwolves,7,19,0.368,W,Phoenix Suns,9,21,0.429,L,0.429,L
22016,IND vs. WAS,Regular Season,240,Indiana Pacers,7,21,0.333,W,Washington Wizards,8,33,0.242,L,0.333,W
22016,DEN vs. DAL,Regular Season,240,Denver Nuggets,13,25,0.52,W,Dallas Mavericks,14,25,0.56,L,0.56,L
22016,TOR vs. BKN,Regular Season,240,Toronto Raptors,8,18,0.444,W,Brooklyn Nets,10,35,0.286,L,0.444,W
22016,LAC vs. DEN,Regular Season,240,LA Clippers,16,36,0.444,W,Denver Nuggets,11,39,0.282,L,0.444,W
22016,PHI vs. NOP,Regular Season,240,Philadelphia 76ers,11,33,0.333,L,New Orleans Pelicans,10,17,0.588,W,0.588,W
22016,NYK vs. IND,Regular Season,240,New York Knicks,13,23,0.565,W,Indiana Pacers,6,23,0.261,L,0.565,W
22016,GSW vs. UTA,Regular Season,240,Golden State Warriors,9,23,0.391,W,Utah Jazz,9,30,0.3,L,0.391,W
22016,MIA vs. ORL,Regular Season,290,Miami Heat,12,30,0.4,L,Orlando Magic,11,22,0.5,W,0.5,W
22016,HOU vs. SAS,Regular Season,240,Houston Rockets,6,38,0.158,L,San Antonio Spurs,12,23,0.522,W,0.522,W
22016,CHA vs. LAL,Regular Season,240,Charlotte Hornets,11,25,0.44,W,Los Angeles Lakers,16,33,0.485,L,0.485,L
22016,MEM vs. BOS,Regular Season,265,Memphis Grizzlies,12,30,0.4,L,Boston Celtics,12,37,0.324,W,0.4,L
22016,MIL vs. CLE,Regular Season,265,Milwaukee Bucks,7,27,0.259,L,Cleveland Cavaliers,17,40,0.425,W,0.425,W
22016,SAC vs. POR,Regular Season,240,Sacramento Kings,10,23,0.435,W,Portland Trail Blazers,4,28,0.143,L,0.435,W
22016,PHX vs. HOU,Regular Season,240,Phoenix Suns,9,25,0.36,L,Houston Rockets,18,38,0.474,W,0.474,W
22016,POR vs. DAL,Regular Season,240,Portland Trail Blazers,10,27,0.37,L,Dallas Mavericks,7,31,0.226,W,0.37,L
22016,UTA vs. SAC,Regular Season,240,Utah Jazz,9,27,0.333,L,Sacramento Kings,10,21,0.476,W,0.476,W
22016,CHI vs. WAS,Regular Season,240,Chicago Bulls,6,21,0.286,L,Washington Wizards,3,18,0.167,W,0.286,L
22016,DET vs. MEM,Regular Season,240,Detroit Pistons,6,23,0.261,L,Memphis Grizzlies,12,30,0.4,W,0.4,W
22016,NOP vs. OKC,Regular Season,240,New Orleans Pelicans,8,20,0.4,L,Oklahoma City Thunder,11,28,0.393,W,0.4,L
22016,ATL vs. MIN,Regular Season,240,Atlanta Hawks,7,26,0.269,L,Minnesota Timberwolves,9,29,0.31,W,0.31,W
22016,CLE vs. MIL,Regular Season,240,Cleveland Cavaliers,15,27,0.556,W,Milwaukee Bucks,9,22,0.409,L,0.556,W
22016,LAC vs. SAS,Regular Season,240,LA Clippers,11,28,0.393,W,San Antonio Spurs,6,19,0.316,L,0.393,W
22016,BKN vs. GSW,Regular Season,240,Brooklyn Nets,13,35,0.371,L,Golden State Warriors,12,37,0.324,W,0.371,L
22016,IND vs. BOS,Regular Season,240,Indiana Pacers,7,23,0.304,L,Boston Celtics,10,39,0.256,W,0.304,L
22016,NYK vs. ORL,Regular Season,240,New York Knicks,9,20,0.45,W,Orlando Magic,5,27,0.185,L,0.45,W
22016,MIA vs. LAL,Regular Season,240,Miami Heat,11,22,0.5,W,Los Angeles Lakers,14,38,0.368,L,0.5,W
22016,UTA vs. TOR,Regular Season,240,Utah Jazz,10,27,0.37,L,Toronto Raptors,8,21,0.381,W,0.381,W
22016,NOP vs. MIA,Regular Season,240,New Orleans Pelicans,11,28,0.393,W,Miami Heat,8,20,0.4,L,0.4,L
22016,CHA vs. CHI,Regular Season,240,Charlotte Hornets,5,18,0.278,W,Chicago Bulls,7,22,0.318,L,0.318,L
22016,CLE vs. BKN,Regular Season,240,Cleveland Cavaliers,8,35,0.229,W,Brooklyn Nets,8,30,0.267,L,0.267,L
22016,POR vs. SAS,Regular Season,240,Portland Trail Blazers,12,30,0.4,L,San Antonio Spurs,12,20,0.6,W,0.6,W
22016,DET vs. GSW,Regular Season,240,Detroit Pistons,10,29,0.345,L,Golden State Warriors,11,27,0.407,W,0.407,W
22016,MEM vs. HOU,Regular Season,240,Memphis Grizzlies,13,25,0.52,W,Houston Rockets,20,52,0.385,L,0.52,W
22016,PHX vs. PHI,Regular Season,240,Phoenix Suns,12,26,0.462,W,Philadelphia 76ers,13,31,0.419,L,0.462,W
22016,BOS vs. OKC,Regular Season,240,Boston Celtics,9,28,0.321,L,Oklahoma City Thunder,11,26,0.423,W,0.423,W
22016,DEN vs. ATL,Regular Season,240,Denver Nuggets,8,25,0.32,L,Atlanta Hawks,8,25,0.32,W,0.32,W
22016,MIN vs. SAC,Regular Season,240,Minnesota Timberwolves,12,32,0.375,L,Sacramento Kings,15,29,0.517,W,0.517,W
22016,LAC vs. DAL,Regular Season,240,LA Clippers,13,29,0.448,L,Dallas Mavericks,7,29,0.241,W,0.448,L
22016,ORL vs. LAL,Regular Season,240,Orlando Magic,11,27,0.407,W,Los Angeles Lakers,8,23,0.348,L,0.407,W
22016,MIL vs. WAS,Regular Season,240,Milwaukee Bucks,9,25,0.36,W,Washington Wizards,7,24,0.292,L,0.36,W
22016,NYK vs. BOS,Regular Season,240,New York Knicks,8,23,0.348,L,Boston Celtics,14,36,0.389,W,0.389,W
22016,SAS vs. CHI,Regular Season,240,San Antonio Spurs,9,18,0.5,W,Chicago Bulls,7,18,0.389,L,0.5,W
22016,LAL vs. LAC,Regular Season,240,Los Angeles Lakers,8,25,0.32,W,LA Clippers,10,29,0.345,L,0.345,L
22016,CLE vs. GSW,Regular Season,240,Cleveland Cavaliers,12,35,0.343,W,Golden State Warriors,9,30,0.3,L,0.343,W
22016,OKC vs. MIN,Regular Season,240,Oklahoma City Thunder,8,24,0.333,W,Minnesota Timberwolves,4,12,0.333,L,0.333,L
22016,CHI vs. IND,Regular Season,240,Chicago Bulls,6,25,0.24,W,Indiana Pacers,9,25,0.36,L,0.36,L
22016,ORL vs. MEM,Regular Season,240,Orlando Magic,13,26,0.5,W,Memphis Grizzlies,10,25,0.4,L,0.5,W
22016,BKN vs. CHA,Regular Season,240,Brooklyn Nets,15,31,0.484,W,Charlotte Hornets,8,26,0.308,L,0.484,W
22016,DET vs. CLE,Regular Season,240,Detroit Pistons,16,28,0.571,W,Cleveland Cavaliers,11,28,0.393,L,0.571,W
22016,MIN vs. ATL,Regular Season,240,Minnesota Timberwolves,15,31,0.484,W,Atlanta Hawks,8,32,0.25,L,0.484,W
22016,SAC vs. PHI,Regular Season,240,Sacramento Kings,7,25,0.28,W,Philadelphia 76ers,9,25,0.36,L,0.36,L
22016,HOU vs. PHX,Regular Season,240,Houston Rockets,15,43,0.349,W,Phoenix Suns,7,30,0.233,L,0.349,W
22016,LAC vs. DEN,Regular Season,240,LA Clippers,9,25,0.36,L,Denver Nuggets,11,31,0.355,W,0.36,L
22016,WAS vs. MIL,Regular Season,240,Washington Wizards,12,29,0.414,W,Milwaukee Bucks,6,20,0.3,L,0.414,W
22016,NOP vs. DAL,Regular Season,240,New Orleans Pelicans,12,25,0.48,W,Dallas Mavericks,13,32,0.406,L,0.48,W
22016,POR vs. TOR,Regular Season,240,Portland Trail Blazers,8,23,0.348,L,Toronto Raptors,12,34,0.353,W,0.353,W
22016,BOS vs. MEM,Regular Season,240,Boston Celtics,12,31,0.387,W,Memphis Grizzlies,9,30,0.3,L,0.387,W
22016,DAL vs. HOU,Regular Season,240,Dallas Mavericks,15,38,0.395,L,Houston Rockets,17,32,0.531,W,0.531,W
22016,LAL vs. UTA,Regular Season,240,Los Angeles Lakers,4,16,0.25,L,Utah Jazz,9,26,0.346,W,0.346,W
